comeback,raw_text,cleaned_text,label,source
aespa_Whiplash,ONE LOOK GIVE A WHIPLASH,one look give whiplash,neutral,youtube
aespa_Whiplash,can someone tell me who is who in the different hair parts? I know pink hair is Giselle and that short black hair is Winter but other than that idk who is who with their hair changing in this mv 😭😭,someon tell differ hair part know pink hair gisel short black hair winter idk hair chang mv,neutral,youtube
aespa_Whiplash,The NSX tho...,nsx tho,neutral,youtube
aespa_Whiplash,"The LIMITED EDITION SHIRT is SERVING! But, I think the quality of the photobook could be improved. I got mine with a scratch-like small air bubble on the cover and some visible light scratches as well which somewhat affect the overall appearance of the photobook. The first page looks like it’s about to fall off and has a lot of blot-like marks on the stapler area of the pages.",limit edit shirt serv think qualiti photobook could improv got mine scratchlik small air bubbl cover visibl light scratch well somewhat affect overal appear photobook first page look like fall lot blotlik mark stapler area page,negative,youtube
aespa_Whiplash,EVERYONE LET'S STRMING AT SPOTIFY HARDER AND YOUTUBE HARDER PLEASE...🙏 💪,everyon let strming spotifi harder youtub harder pleas,neutral,youtube
aespa_Whiplash,"DEEM STREAM CORRETAMENTE NO MV MYS, E DE STREAM NA MÚSICA NO SPOTIFY",deem stream corretament mv my e de stream na msica spotifi,neutral,youtube
aespa_Whiplash,IM IN LOVE WITH THIS VIDEOOOO,im love videoooo,positive,youtube
aespa_Whiplash,Every time someone likes my comment ill wathc it again,everi time someon like comment ill wathc,neutral,youtube
aespa_Whiplash,Ningning's part was addictive,ningn part addict,positive,youtube
aespa_Whiplash,This masterpiece deserves much attention,masterpiec deserv much attent,positive,youtube
aespa_Whiplash,whip whip whiplash,whip whip whiplash,neutral,youtube
aespa_Whiplash,Giselle for the leader of the free world!,gisel leader free world,neutral,youtube
aespa_Whiplash,Whip whiplash,whip whiplash,neutral,youtube
aespa_Whiplash,Coldest,coldest,neutral,youtube
aespa_Whiplash,we need performance video SM!,need perform video sm,neutral,youtube
aespa_Whiplash,"-#1 에스파 선배님
#3 Whiplash audio
#12 아우디즈
#18 W
#23 MusicBank
#27 ㄴ
#44 언니",whiplash audio w musicbank,neutral,youtube
aespa_Whiplash,classy,classi,neutral,youtube
aespa_Whiplash,one look givem whiplash,one look givem whiplash,neutral,youtube
aespa_Whiplash,Can't touch that,cant touch,neutral,youtube
aespa_Whiplash,"#1 에스파 선배님
#3 Whiplash audio
#12 아우디즈
#18 W
#23 MusicBank
#27 네
#44 언니들",whiplash audio w musicbank,neutral,youtube
aespa_Whiplash,*gets sued by Metallica*,get su metallica,neutral,youtube
aespa_Whiplash,I can't get tired of this song,cant get tire song,positive,youtube
aespa_Whiplash,thank you women for existing i love you,thank women exist love,positive,youtube
aespa_Whiplash,"I love this era, but the song and the dance are giving me PSY vibes😂 and i can’t unsee it!!! i hope they’re doing doing the challenge with PSY!!!!  It will be dope for sure!!",love era song danc give psi vibe cant unse hope theyr challeng psi dope sure,positive,youtube
aespa_Whiplash,Lets go to 60M,let go,neutral,youtube
aespa_Whiplash,Whi-whiplash,whiwhiplash,neutral,youtube
aespa_Whiplash,This comeback is giselle era❤,comeback gisel era,positive,youtube
aespa_Whiplash,I love the vibe it's giving off smuch they ate that 🫶😭,love vibe give smuch ate,positive,youtube
IVE_RebelHeart,"DIVEs, keep streaming for our 5th win! 🎉",dive keep stream th win,neutral,youtube
IVE_RebelHeart,2:34 is that stray kids on the poster??,stray kid poster,neutral,youtube
IVE_RebelHeart,love this,love,positive,youtube
IVE_RebelHeart,0:35 0:51 1:23 this is the so amazing 😭 of Wonyoung,amaz wonyoung,positive,youtube
IVE_RebelHeart,"this reminds me so much of loona, i'm gonna cry 😭",remind much loona im gonna cri,positive,youtube
IVE_RebelHeart,2:40 this song is literally our wonny life and haters cant realise she is also human,song liter wonni life hater cant realis also human,positive,youtube
IVE_RebelHeart,This is so Carly Rae Jepsen x Taylor Swift coded,carli rae jepsen x taylor swift code,positive,youtube
IVE_RebelHeart,5th win cmon❤❤❤,th win cmon,positive,youtube
IVE_RebelHeart,Please go check out Attitude Concept Film as well,pleas go check attitud concept film well,neutral,youtube
IVE_RebelHeart,Do we have a chance for a 5th win??,chanc th win,neutral,youtube
IVE_RebelHeart,Gaeul didn't say anything in the song...,gaeul didnt say anyth song,negative,youtube
IVE_RebelHeart,Stray Kids poster is visible in the MV.. this is so funny lol,stray kid poster visibl mv funni lol,neutral,youtube
IVE_RebelHeart,I love to hear song recording,love hear song record,neutral,youtube
IVE_RebelHeart,Who else come to see straykids?😂,els come see straykid,neutral,youtube
IVE_RebelHeart,Leeseo and Wonyoung is too cute 🥰🥰,leeseo wonyoung cute,positive,youtube
IVE_RebelHeart,i love so you can love me hate me you will never be never be me wony part❤🎉😊,love love hate never never woni part,positive,youtube
IVE_RebelHeart,I swear I have listened this song before but like years ago,swear listen song like year ago,neutral,youtube
IVE_RebelHeart,Ready for Attitude❤,readi attitud,neutral,youtube
IVE_RebelHeart,I just wanna thank IVE for this amazing and perfect song!! New to K-pop and this song has just thrown me deeper into the music 🌟💕❤️💕❤️ will be stanning ❤,wanna thank ive amaz perfect song new kpop song thrown deeper music stan,positive,youtube
IVE_RebelHeart,"Hey guys, Good Luck Babe!~baobei宝贝~
Baby, I am right here~
In SEATTLE .
""Don't settle ""永不妥协。
26 JANUARY(JANUS)
2025 .
So, just Love you a day ❤😂
""Love me , hurt me"" 😂
因为伤得越重，爱得越深~这是宇宙中~地球上的定律~❤😂
**Annotation:
请你们铭记:
你越害怕的事情，你就提前, 主动, 一定去做,
""越害怕, 越要做 !
这样做会刻服你的心理
""障碍""~阴影~恐惧。
之后，你会成为
巨人... ...!!!

❤×❤=❤   ❤+❤=❤❤
3!=❤×❤❤×❤❤❤
   =❤❤❤❤❤❤",hey guy good luck babebaobei babi right seattl dont settl januaryjanu love day love hurt annot,neutral,youtube
IVE_RebelHeart,"Why does Gaeul get so few parts? 
Please let it shine too 
We want to see it more prominently.",gaeul get part pleas let shine want see promin,positive,youtube
IVE_RebelHeart,Not them release my birthday 😭👍🏽 (I'm 13 now ^^),releas birthday im,neutral,youtube
IVE_RebelHeart,"🤩🤩After I AM there energy comeback with Rebel In There Heart ❣️😈
Who's ready to join this journey ❤ Let's gather here❤❤😏😎",energi comeback rebel heart who readi join journey let gather,neutral,youtube
IVE_RebelHeart,1:07 i see stray kids on the background,see stray kid background,neutral,youtube
IVE_RebelHeart,I'll watch this song everytime when someone likes this comment,ill watch song everytim someon like comment,positive,youtube
IVE_RebelHeart,"LOVE ME, HATE ME. YOU WILL NEVER GONNA, GONNA BE ME. What an iconic line",love hate never gonna gonna icon line,positive,youtube
IVE_RebelHeart,Why is leeseo crying?,leeseo cri,neutral,youtube
IVE_RebelHeart,REBEL HEART / 250126 / 11PM / awarmmoon,rebel heart pm awarmmoon,neutral,youtube
IVE_RebelHeart,wonyoung vocals omgg,wonyoung vocal omgg,positive,youtube
IVE_RebelHeart,I actually cried :') its so relatable,actual cri relat,positive,youtube
IVE_RebelHeart,🎉 congrats for winnning ingkigayo today 4th win ...❤,congrat winn ingkigayo today th win,positive,youtube
IVE_RebelHeart,attitude concpet film out noww,attitud concpet film noww,neutral,youtube
IVE_RebelHeart,Can't wait for Attitude,cant wait attitud,positive,youtube
IVE_RebelHeart,"such a beautiful and refreshing music video! the lyrics are so empowering as well. They literally outdo themselves every single comeback, how talented❤",beauti refresh music video lyric empow well liter outdo everi singl comeback talent,positive,youtube
IVE_RebelHeart,REBEL HEART / 250126 / 8PM / WONJIN,rebel heart pm wonjin,neutral,youtube
IVE_RebelHeart,Im seriously obsessed with this song.,im serious obsess song,positive,youtube
IVE_RebelHeart,REBEL HEART 10시,rebel heart,neutral,youtube
IVE_RebelHeart,"신곡 미쳤다 내 인생곡....❤ 진짜,..뮤비도 좋고 곡도 겁나 좋아 2:22 워뇨 저음 미쳤다고!!!!!❤️‍🔥❤️‍🔥❤️‍🔥 진짜 아이브 너무 좋아!!..듣다보니 눈물이 나오네....진짜 웅장하다... 걍 무한재생 시켜버려..❤ 근데 이 노래 뭔가 위로돼내...그래서 더 눈물이 나오나...? 아무튼 아이브 사랑해애~♡..

가사:
시작은 항상 다 이룬 것처럼
엔딩은 마치 승리한 것처럼
겁내지 않고 마음을 쏟을래
내 모양대로

이제 더 이상 신경 쓰지 않아
어디에서도 내 맘을 지키기
오해 받을 땐 자유에 맡겨둘래
다 알게 될 거니까

So you can

Love me, hate me
You will never be never be never be me
Try me, I'll break free
You will never be never be never be me

We are rebels in our heart,
Rebels in our heart
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart

너는 어디가 조금 부족해
너는 거기가 뭔가 좀 넘쳐
I don't care 뭐든 말은 참 쉽지
그래 실행이 어려운 거야

Do it, move it, do it
우린 그냥 할게
내 갈 길은 멀고
그 위에는 드라마가 있어

또 외로움이 너무 길어지는 밤엔
그 맘을 쏘아 올려

Love me, hate me
You will never be never be never be me
Try me, I'll break free
You will never be never be never be me

We are rebels in our heart,
Rebels in our heart
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart

Rebels in our heart!

우린 따로 이유를 묻지 않고
서로가 필요할 때가 있어
그런 맘이 어떤 건지 잘 알기에
영원을 바라는 사이보단
지금을 이해해주고 싶어
We will always be the rebels

Come, join as who you are
We are rebels, we are one
이 마음만으로
We are rebels, we are one

We are rebels in our heart,
Rebels in our heart
We are rebels in our heart
We are rebels in our heart,
꺾이지 않아
We are rebels in our heart

헐 잠만 뮤직비디오 4위?! 1위 가즈아!",love hate never never never tri ill break free never never never rebel heart rebel heart rebel heart rebel heart rebel heart dont care move love hate never never never tri ill break free never never never rebel heart rebel heart rebel heart rebel heart rebel heart rebel heart alway rebel come join rebel one rebel one rebel heart rebel heart rebel heart rebel heart rebel heart,neutral,youtube
IVE_RebelHeart,it's so beautiful that it gets stuck in your head and you can't stop listening to it,beauti get stuck head cant stop listen,positive,youtube
IVE_RebelHeart,REBEL HEART / 250126 / 10pm / awarmmoon,rebel heart pm awarmmoon,neutral,youtube
IVE_RebelHeart,This is just a pre-release! WHAT ABOUT THE TITLE TRACK?! HOW COOL IS IT?,prereleas titl track cool,positive,youtube
IVE_RebelHeart,"Improve
Visual
Everything",improv visual everyth,positive,youtube
IVE_RebelHeart,"this is very good! i like their vocal, rap, and dance",good like vocal rap danc,positive,youtube
IVE_RebelHeart,BEST SONG OF THE YEAR,best song year,positive,youtube
IVE_RebelHeart,REBEL HEART / 250126 / 7PM / WONJIN,rebel heart pm wonjin,neutral,youtube
IVE_RebelHeart,This is a bop. Like if you agree,bop like agre,positive,youtube
IVE_RebelHeart,REBEL HEART / 250126 / 9pm / awarmmoon,rebel heart pm awarmmoon,neutral,youtube
IVE_RebelHeart,"if either way has a sister, this will be it",either way sister,positive,youtube
IVE_RebelHeart,"tones and rhythms remind me of ""I AM."" I love it ❤",tone rhythm remind love,positive,youtube
IVE_RebelHeart,Can we get 10 win for rebel heart?,get win rebel heart,neutral,youtube
TWICE_Strategy,Vote music bank,vote music bank,neutral,youtube
TWICE_Strategy,Onceee You have to vote for Twice on all app music shows,oncee vote twice app music show,neutral,youtube
TWICE_Strategy,Twice es increíble,twice es increbl,positive,youtube
TWICE_Strategy,I just watched Twice's interview for promotions in the U.S.❤❤,watch twice interview promot us,neutral,youtube
TWICE_Strategy,Twice vocalist and talents  are awesome,twice vocalist talent awesom,positive,youtube
TWICE_Strategy,stream! Once!,stream,neutral,youtube
TWICE_Strategy,20M ONCE,,neutral,youtube
TWICE_Strategy,"strategy in loop all day, such a good song",strategi loop day good song,positive,youtube
TWICE_Strategy,"Have a good day/night, ONCEs!!",good daynight onc,neutral,youtube
TWICE_Strategy,Coming here to appreciate this work of art once again,come appreci work art,positive,youtube
TWICE_Strategy,Glad they kept the girls away from Megan as much as possible,glad kept girl away megan much possibl,negative,youtube
TWICE_Strategy,"3 years ago TWICE´S Mina delivered an absolutely stunning, graceful and enchanting cover of ´snowman´ by Sia",year ago twice mina deliv absolut stun grace enchant cover snowman sia,neutral,youtube
TWICE_Strategy,TWICE is on Zach Sang Show!,twice zach sang show,neutral,youtube
TWICE_Strategy,Why is this whole song english? What happened to kpop lol. Love my girls twice though but im lowk concerned,whole song english happen kpop lol love girl twice though im lowk concern,negative,youtube
TWICE_Strategy,This is one of my favorite twice songs after what is love,one favorit twice song love,positive,youtube
TWICE_Strategy,LE COPIARON A MELANIE MARTINEZ EN HIGH SCHOOL SWEETHEARTSSS😡😡😡😡😡,le copiaron melani martinez en high school sweetheartsss,neutral,youtube
TWICE_Strategy,Come on!! once stream up to 25 million viewers!!,come stream million viewer,neutral,youtube
TWICE_Strategy,ONCE  Let's stream so that twice reaches a strategy of at least 100 million,let stream twice reach strategi least million,neutral,youtube
TWICE_Strategy,twice the greatest group of all time,twice greatest group time,positive,youtube
TWICE_Strategy,Hey boy,hey boy,neutral,youtube
TWICE_Strategy,3:19  MINAA! She's SO PRETTY ❤🥹,minaa she pretti,positive,youtube
TWICE_Strategy,Good morning ONCE,good morn,neutral,youtube
TWICE_Strategy,TWICE  LOOK SUPER PRETTY,twice look super pretti,positive,youtube
TWICE_Strategy,"Its so slay, it ate.",slay ate,positive,youtube
TWICE_Strategy,Onceeee stream,onceee stream,neutral,youtube
TWICE_Strategy,strategy stream,strategi stream,neutral,youtube
TWICE_Strategy,Love Mina's braids and style,love mina braid style,positive,youtube
TWICE_Strategy,Go go Twice! Never stop!,go go twice never stop,positive,youtube
TWICE_Strategy,TWICE BEST GG,twice best gg,positive,youtube
TWICE_Strategy,STREAM MASSIVO,stream massivo,neutral,youtube
TWICE_Strategy,let’s try to win all chart again!!,let tri win chart,neutral,youtube
TWICE_Strategy,I Love twice,love twice,positive,youtube
TWICE_Strategy,I LOVE YOU TWICE 💞💞✨,love twice,positive,youtube
TWICE_Strategy,My taste in music is everything they release twice,tast music everyth releas twice,positive,youtube
TWICE_Strategy,Although I am a blink but this song is really grabbing to attention I like it's vibe so much,although blink song realli grab attent like vibe much,positive,youtube
TWICE_Strategy,Strategy Twice,strategi twice,neutral,youtube
TWICE_Strategy,1:33 Jihyo's parts are so addictive 😍😍‼️,jihyo part addict,positive,youtube
TWICE_Strategy,"Take out another one, I already have it",take anoth one alreadi,neutral,youtube
TWICE_Strategy,"6 OUTFIT (WHITE WITH STRATEGY, PINK WITH SHORT, PINK WITH PANTS, INDIVIDUAL CLOTHES (DAHYUN WITH HEART), BLACK TIE (JIHYO IN SKIRT)
1/6 ALREADY WEAR IN PERFORMANCE (PINK JACKET AND PANTS)",outfit white strategi pink short pink pant individu cloth dahyun heart black tie jihyo skirt alreadi wear perform pink jacket pant,neutral,youtube
TWICE_Strategy,0:36 LA PARTE DE SANA 😍😍😍,la part de sana,positive,youtube
TWICE_Strategy,Megan Thee Stallion,megan thee stallion,neutral,youtube
TWICE_Strategy,the best son ever ☺♥,best son ever,positive,youtube
TWICE_Strategy,i love twice ♥,love twice,positive,youtube
TWICE_Strategy,Twice i love you,twice love,positive,youtube
TWICE_Strategy,"i think twice was really humble for too long. their versatility, the longevity of their career, their wholesome discography, the japanese and korean comebacks never overlaps, the collaboration they worked out, their insane vocals over the years, their face cards and the 9 visuals, the queens of japan, their kindness and love for their fans! I THINK IN THIS ERA OF KPOP, THEY'RE STILL THE NATION'S GG OF SOUTH KOREA! THE DAESANG THEY HAVE IN THEIR BELT, THE HITS AFTER HITS, IU, GDRAGON AND EVEN OTHER ICONS RECOGNIZE THEM! JYP REALLY HIT THE JACKPOT WHEN THEY DEBUTED THIS GROUP!!! TRULY IMMACULATE!",think twice realli humbl long versatil longev career wholesom discographi japanes korean comeback never overlap collabor work insan vocal year face card visual queen japan kind love fan think era kpop theyr still nation gg south korea daesang belt hit hit iu gdragon even icon recogn jyp realli hit jackpot debut group truli immacul,positive,youtube
TWICE_Strategy,TE AMO MINAAAAAA❤🎉,te amo minaaaaaa,positive,youtube
TWICE_Strategy,"Hey, Man , I'ma get ya
I'ma get you real good and I bet ya
Hey, Man , once I get ya
You'll be, oh, so glad that I met ya",hey man ima get ya ima get real good bet ya hey man get ya youll oh glad met ya,neutral,youtube
TWICE_Strategy,Bought my self a digipack .. i just cant stop playing the strategy album. I mean showing my support at my own time and online too. Btw fighting ONCES!! TWICE FIGHTING!!!,bought self digipack cant stop play strategi album mean show support time onlin btw fight onc twice fight,positive,youtube
TWICE_Strategy,"Stream here Once,",stream,neutral,youtube
TWICE_Strategy,Stream Strategy Onces,stream strategi onc,neutral,youtube
ATEEZ_IceOnMyTeeth,Not interested in a love call,interest love call,neutral,youtube
ATEEZ_IceOnMyTeeth,Oh my goodness FINEEE….I’ll stan them! 🖤,oh good fineeeil stan,positive,youtube
ATEEZ_IceOnMyTeeth,Yunho is breathtaking,yunho breathtak,positive,youtube
ATEEZ_IceOnMyTeeth,they're so cool,theyr cool,positive,youtube
ATEEZ_IceOnMyTeeth,what a masterpiece,masterpiec,positive,youtube
ATEEZ_IceOnMyTeeth,I think it would make sense if they actually had ice in their teeth like a diamond grill,think would make sens actual ice teeth like diamond grill,neutral,youtube
ATEEZ_IceOnMyTeeth,"Last one for today, soon 14 days  keep fighting atinies :)",last one today soon day keep fight atini,neutral,youtube
ATEEZ_IceOnMyTeeth,Happy 32M GOOD MORNING 🌞🌄🎉🎉🎉,happi good morn,neutral,youtube
ATEEZ_IceOnMyTeeth,"Yeayyy 32M!
Good morning!",yeayyy good morn,neutral,youtube
ATEEZ_IceOnMyTeeth,"Happy 32M ☆
JAM♡",happi jam,neutral,youtube
ATEEZ_IceOnMyTeeth,"I hate this
Like why are they so f handsome , hot and fine?
They make me go crazy omg",hate like f handsom hot fine make go crazi omg,positive,youtube
ATEEZ_IceOnMyTeeth,Happy Thanksgiving to all Atinys who celebrate :-),happi thanksgiv atini celebr,positive,youtube
ATEEZ_IceOnMyTeeth,"I need to get diamonds from my dentist stat, so San can slap me like that ❤🥲🤭🤤",need get diamond dentist stat san slap like,positive,youtube
ATEEZ_IceOnMyTeeth,"Did you know about (S)ong (M)ingi punchline here? - ""Ice on my neck, draw a line on the name and take won and dollars"":
-W- - M upside down
$ - S + | on his necklace
P.S. from video 'mv review pirates searching for values that shine like diamonds' 😉",know song mingi punchlin ice neck draw line name take dollar w upsid necklac ps video mv review pirat search valu shine like diamond,neutral,youtube
ATEEZ_IceOnMyTeeth,Only 2k left for Wonderland to reach 136M gooooo,k left wonderland reach gooooo,neutral,youtube
ATEEZ_IceOnMyTeeth,Lets move on to 33 million soon! Fighting!,let move million soon fight,neutral,youtube
ATEEZ_IceOnMyTeeth,I hope they continue in this path,hope continu path,positive,youtube
ATEEZ_IceOnMyTeeth,This mv is so beautiful and well produced,mv beauti well produc,positive,youtube
ATEEZ_IceOnMyTeeth,I can’t wait,cant wait,positive,youtube
ATEEZ_IceOnMyTeeth,I can feel their performance is going to be crazy,feel perform go crazi,positive,youtube
ATEEZ_IceOnMyTeeth,Ateez are going to perform on Saturday at Melon music awards ! Let’s support them,ateez go perform saturday melon music award let support,neutral,youtube
ATEEZ_IceOnMyTeeth,Best K-pop song of the year ❤️‍🔥,best kpop song year,positive,youtube
ATEEZ_IceOnMyTeeth,#54 top trending MV,top trend mv,neutral,youtube
ATEEZ_IceOnMyTeeth,If you'd like to know about a possible interpretation of IOMT check MV REVIEW Pirates searching for values that shine like diamonds,youd like know possibl interpret iomt check mv review pirat search valu shine like diamond,neutral,youtube
ATEEZ_IceOnMyTeeth,"Theres something so intruiging about this group. I don't listen to kpop anymore, but they're making me get into it again",there someth intruig group dont listen kpop anymor theyr make get,positive,youtube
ATEEZ_IceOnMyTeeth,Choi San im in love with you,choi san im love,positive,youtube
ATEEZ_IceOnMyTeeth,Wow!!! You guys are fantastic!!! Congrats!!! 🥰,wow guy fantast congrat,positive,youtube
ATEEZ_IceOnMyTeeth,EXO-L here to support these amazing boys <3 Kinda reminded me of exo honestly ^^,exol support amaz boy kinda remind exo honestli,positive,youtube
ATEEZ_IceOnMyTeeth,Ateez's mansion,ateez mansion,neutral,youtube
ATEEZ_IceOnMyTeeth,Finally 32M,final,positive,youtube
ATEEZ_IceOnMyTeeth,Yes! Happy 32M🎉,ye happi,positive,youtube
ATEEZ_IceOnMyTeeth,"32M and + , We keep moving forward and taking this ship to the right destination, ATEEZ BREAKS THE LIMITS IN A BIG WAY EVERY TIME, cheer up Atiny",keep move forward take ship right destin ateez break limit big way everi time cheer atini,positive,youtube
ATEEZ_IceOnMyTeeth,32 million is almost here!,million almost,positive,youtube
ATEEZ_IceOnMyTeeth,This song deserves more likes please. This is a fucking GREAT SONG,song deserv like pleas fuck great song,positive,youtube
ATEEZ_IceOnMyTeeth,Carat passing by ~,carat pass,neutral,youtube
ATEEZ_IceOnMyTeeth,Eyes on my ATEEZ....,eye ateez,neutral,youtube
ATEEZ_IceOnMyTeeth,"Good night IOMT! 
See you in the morning! <3",good night iomt see morn,neutral,youtube
ATEEZ_IceOnMyTeeth,This is one of ateez's best mvs ever,one ateez best mv ever,positive,youtube
ATEEZ_IceOnMyTeeth,*------Atiny Fighting!!!!!-*,atini fight,positive,youtube
ATEEZ_IceOnMyTeeth,ATEEZ in their Mafia era !,ateez mafia era,neutral,youtube
ATEEZ_IceOnMyTeeth,Mannnnn this is the soty,mannnnn soti,positive,youtube
ATEEZ_IceOnMyTeeth,Who's doing that background vocals. Goes hard asl,who background vocal goe hard asl,positive,youtube
ATEEZ_IceOnMyTeeth,32 million coming soon!,million come soon,neutral,youtube
ATEEZ_IceOnMyTeeth,Wow. Love this song and the violin sounds sooo cool❤,wow love song violin sound sooo cool,positive,youtube
ATEEZ_IceOnMyTeeth,kq know what are the best group they have,kq know best group,positive,youtube
ATEEZ_IceOnMyTeeth,"Ice on my teeth❌
Ice om ATEEZ✅",ice teeth ice om ateez,neutral,youtube
ATEEZ_IceOnMyTeeth,keep streaming atiny ! <3,keep stream atini,neutral,youtube
ATEEZ_IceOnMyTeeth,"I mentioned it when the mv came out but I repeat it because even today I can't get over this part 
0:24 *-Yunho hits differently literally-* , I love how he does that movement simulating playing tennis and how he moves, I don't know, I simply LOVE IT!!!.",mention mv came repeat even today cant get part yunho hit differ liter love movement simul play tenni move dont know simpli love,positive,youtube
ATEEZ_IceOnMyTeeth,"It's confirmed. Seonghwa has a duck snow shaper. 
Just saw his insta posts. 😊🌟🦆",confirm seonghwa duck snow shaper saw insta post,neutral,youtube
ATEEZ_IceOnMyTeeth,san this era is INSANE,san era insan,positive,youtube
NCTDREAM_WhenImWithYou,Its been 13 days since it released time fly so fast😢,day sinc releas time fli fast,neutral,youtube
NCTDREAM_WhenImWithYou,Day and night with you,day night,positive,youtube
NCTDREAM_WhenImWithYou,When I’m with dream 🥰🩵🩵🩵🩵,im dream,positive,youtube
NCTDREAM_WhenImWithYou,"Everything about this song is beautiful, thank you nct dream for always giving us masterpieces",everyth song beauti thank nct dream alway give us masterpiec,positive,youtube
NCTDREAM_WhenImWithYou,Thankyou for being 7 and sing this beautiful song!!!!!! Thankyou for always happy and healthy dreamies you guys really human medicine ❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉 wishing this album successfully and i will wait 7dreamies in TDS4 Concert in jakarta!! I wish i have a chance to meet 7dreamies again!!,thankyou sing beauti song thankyou alway happi healthi dreami guy realli human medicin wish album success wait dreami td concert jakarta wish chanc meet dreami,positive,youtube
NCTDREAM_WhenImWithYou,OYY AYUKKK STREAM PLIS,oyi ayukkk stream pli,neutral,youtube
NCTDREAM_WhenImWithYou,NCT DREAM is the best,nct dream best,positive,youtube
NCTDREAM_WhenImWithYou,Congrasttt❤🎉,congrasttt,positive,youtube
NCTDREAM_WhenImWithYou,Sugohesso,sugohesso,positive,youtube
NCTDREAM_WhenImWithYou,Kecanduan when im with you,kecanduan im,positive,youtube
NCTDREAM_WhenImWithYou,likes are increasing as well<33,like increas well,positive,youtube
NCTDREAM_WhenImWithYou,Fighting for 11M ~~✓,fight,neutral,youtube
NCTDREAM_WhenImWithYou,"Coming from Nopogy 😅 just had time to stay on the internet. Well i agree with Shownu, its catchy indeed.",come nopogi time stay internet well agre shownu catchi inde,positive,youtube
NCTDREAM_WhenImWithYou,Come on guys,come guy,neutral,youtube
NCTDREAM_WhenImWithYou,Don't forget to listen to the song on all music platforms,dont forget listen song music platform,neutral,youtube
NCTDREAM_WhenImWithYou,"always listen to this song wherever... let's watch and listen to this MV often, we can definitely give a lot of wins to 7dream as long as we stay consistent",alway listen song wherev let watch listen mv often definit give lot win dream long stay consist,neutral,youtube
NCTDREAM_WhenImWithYou,dont forget to vote dream on allchart pre voting guys,dont forget vote dream allchart pre vote guy,neutral,youtube
NCTDREAM_WhenImWithYou,"Let's be consistent str3ming again, 11M let's go guys fighting",let consist strming let go guy fight,neutral,youtube
NCTDREAM_WhenImWithYou,"I just met them and I already loved them, I loved the songs, they're great, I'm from Brazil, they've gone far",met alreadi love love song theyr great im brazil theyv gone far,positive,youtube
NCTDREAM_WhenImWithYou,Still here for Dreamies,still dreami,positive,youtube
NCTDREAM_WhenImWithYou,fighting. everyone!!,fight everyon,positive,youtube
