video_id,comment,likes,published_at,group_comeback,label,source
0P0aQreFs8w,"our boys grow up well, STAY❤",1,2024-08-01T19:06:22Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,quiero un brauni,3,2024-08-01T23:47:21Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Skzoo y el mv ???,0,2024-08-01T18:08:07Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,CHAN,0,2024-08-01T18:11:00Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Aç birine başka av bul denmez kırıcı ...,0,2024-08-01T18:41:24Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Está canción no creo superarla jamás,1,2024-08-01T15:42:37Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,So good 😊 I love you stray kids,0,2024-08-01T22:39:21Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,THANKS HUGH AND RYAN ❤,4,2024-08-01T16:15:40Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,🫶🏻,1,2024-08-01T23:24:39Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,bir tek ben mi anemle mesajlasirken cok geriliyorum,1,2024-08-01T22:22:24Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Good❤,2,2024-08-01T16:50:44Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,goethe'e göre de ask zaman kaybindan baska bir sey degilmis,0,2024-08-01T20:53:39Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,rio hala depresyondamisin,0,2024-08-01T17:48:50Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Boommm,0,2024-08-01T19:17:08Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,STRAY KIDS ATEEEEEEEE,2,2024-08-01T21:03:12Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,This song 🥰,1,2024-08-01T17:36:40Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,ATE? More like devoured.,407901,2024-07-19T04:48:18Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Lets make this 100M real quick,0,2024-08-01T17:54:22Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Deadpol n skz kombinasi kerenn,1,2024-08-01T23:45:18Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Ateeee mis dulces niños<3,1,2024-08-01T22:31:38Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,❤🎉,0,2024-08-01T16:03:39Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,tin tin TINTINTINTIN chk chk boom,1,2024-08-01T20:38:09Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,"Me encanto, 🤩🤩 cantan re bien mis hermosos 😻",0,2024-08-01T18:56:46Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,misa unutabildin mi okul degistirince,0,2024-08-01T20:50:29Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,how long have you been watching this?                                           me: chk chk boom,4,2024-08-01T16:37:04Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Happy anniversary my dear STAY and every year we and our members are together be well and take care of you selves ilove you I'm proud of you STAYYYYY,4,2024-08-01T20:15:12Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,62.2,0,2024-08-01T23:01:20Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Suit with green vest giving LOKIIII (sorry they’re all moving too fast for me to see who it is) 1:36 💚,0,2024-08-01T19:51:38Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,oha nida akane oldu,1,2024-08-01T23:39:57Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,SOTY,1,2024-08-01T16:28:20Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,selamun aleykum,0,2024-08-01T21:24:10Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Stay fighting!,0,2024-08-01T22:42:20Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,siyah sac mi daha guzel kahverengi sac mi⁉️,0,2024-08-01T23:16:20Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Lee know,4,2024-08-01T16:44:15Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,👑👑👑👑👑👑👑👑,0,2024-08-01T21:00:50Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,nhạc hay quá!!!,0,2024-08-01T15:33:31Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Changbinin rap partini 7/24 dinlerim kapatij diyeni siksinler,1,2024-08-01T22:41:40Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,misa seni cok ozledim💥,0,2024-08-01T17:06:57Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,selamm,0,2024-08-01T17:13:57Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,62.251,0,2024-08-01T22:33:14Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,"Çok konuşma avım olursun 
(Anladı o kişi)",0,2024-08-01T18:00:09Z,StrayKids_ChkChkBoom,,youtube
0P0aQreFs8w,Happy STAY day for the last time today y'all!!,3,2024-08-01T19:23:44Z,StrayKids_ChkChkBoom,,youtube
